id,description,value
999119,"to buy bottles of cream, tortillas with cheese fillings, and cheese to be able to offer more merchandise to his customers.",0
998394,to buy a washing machine and water.,0
998397,to buy electronic spare parts and stock of electronics.,0
998407,to add M-pesa float.,0
998363,to buy more stock of cereals,0
998371,to buy towels and bed sheets.,0
998372,to buy farm inputs.,0
998380,"to buy bread, flour, soap, sugar and other items.",0
998383,"to buy shoes, juice, bread, flour, soap, sugar, and other items.",0
999093,"to buy malts, proteins, vitamins, tea, medicinal shampoo, soaps and body lotions.",0
999413,"to buy laundry related items like soap, iron, detergent, etc for her husband's laundry and dry cleaning store.",0
999415,to purchase additional prepaid airtime credit for helping community members who need access to communication service.,0
999422,to buy more fish,0
999481,to buy several bags of rice,0
999647,to restock more products which can meet her ever increasing demand throughout the year.,0
999652,to pay for polyethylene cover for the greenhouse and forage for feeding the livestock,1
1000112,to pay the seller of her little house some money she owed from the house.,0
1000300,to buy materials to remodel his home,0
1000399,to cover harvesting costs.,0
998712,buy additional livestock in order to increase her herd.,1
999278,buy cattle to start a new business.,1
999499,to do some maintenance on his rickshaw.,0
999501,to pay for the labor fee to harvest his crop yield on time and be able to sell them for a better price.,0
999805,"to purchase cement, brick, gravel, sand, and iron, in order to build a wall in front of her home.",0
999921,"to purchase sand, cement, bricks and equipment to build a toilet.",0
999922,"to purchase sand, cement, bricks and equipment to build a toilet.",0
999926,"to purchase sand, cement, brick and equipment to build a toilet.",0
999928,"to purchase sand, cement, brick and equipment to build a toilet.",0
1000108,"to increase her business merchandise with special Christmas and winter season beauty cosmetics, in addition to special Tupperware end-of-year offers.",0
998747,to buy winter clothing in order to stay competitive,0
999410,"to buy cosmetics products, such as facial cream, hair colors, scissors and combs, for her salon.",0
999511,"to buy products for her beauty salon, such as creams, shampoo, scissors, hairpins and other things that she needs.",0
999602,To buy potato seedliings and hire labor,0
999607,to pay for forage for feeding his livestock ,1
999688,to buy a new jewelry collection for her business.,0
999716,to get the needed certification for his business.,0
999876,to stock her store.,0
999905,to buy tents and mattresses.,0
998858,to obtain more coffee to sell.,0
999406,to restock his stationary ready for the selling season on January.,0
999487,to buy a winter clothing collection for her clothing shop.,0
999520,to pay for fertilizer for land cultivation and fodder for the cattle.,1
999526,to buy new chicken equipment and household supplies to sell and ?increase her income,0
999837,to buy a showcase so that he can display the different cell phone models better and to buy cell phone accessories.,0
999853,"to buy wholesale clothing, shoes, and accessories.",0
999867,to buy undergarments to sell.,0
998289,to buy more fish to improve her trade.,0
998914,to restock more men��_��__��_��___��_��__��_��____s shoes as the festive season is fast approaching.,0
998923,to buy different kinds of birds per customer requests,1
999325,to buy cows to increase her working capital.,1
999328,to buy hardware goods for her son's hardware store.,0
999358,to purchase bulk inventories of firewood to sell.,0
999383,to purchase a mini tractor to make his land cultivation work quicker and of greater quality,0
999814,to buy and raise pigs,1
999849,"to buy a computer, a printer, and wholesale calendars.",0
997965,to purchase some cows in order to increase his livestock head count.,1
998014,to buy one horse in order to increase her livestock headcount,1
998166,to buy more stock of clothes.,0
999001,buy fruits and vegetables to sell.,0
999105,to purchase some initial inventory for the business,0
999207,to buy more fish for resale,0
999277,to buy mineral fertilizers for new sowing.,0
999612,to buy two cargo horses to move his products.,1
999779,to invest in his livestock business by buying more animals.,1
999781,to buy clothes and shoes to sell.,0
1002014,to pay for his operation and for medicine,0
1002015,"to buy more sacks of rice, beans and cans of cooking oil for his business.",0
1002027,to pay for her daughter��_��__��_��___��_��__��_��____s education fees.,0
1002031,to invest in raising and breeding pigs.,1
1002037,to purchase baby poultry to raise and sell in the future.,1
1002043,to solve her health problems and get rid of her discomfort.,0
1002053,to resolve his health problems.,0
1002111,to find the solution to his wife��_��__��_��___��_��__��_��____s health problem so that she will get rid of the discomfort and anxiety connected with her health.,0
1002162,"to buy an embroidery machine and supplies, and to open her own tailor shop to get into the market and earn more income for her family",0
1002171,to buy an embroidery machine of 6 heads and for minor inputs to expand her production and improve her income for her children.,0
993689,to buy additional fabric to satisfy her customers��_��__��_��___��_��__��_��____ needs.,0
994761,to buy fishing net,0
997842,to purchase additional livestock to increase the size of her herd.,1
998898,to buy a new collection of women's clothing to sell at his stall.,0
998952,to purchase a cow and start a husbandry business.,1
998967,To buy new beauty equipment for her business,0
999016,to purchase more sandals to increase her inventory and have more products for her customers to see and buy.,0
999036,to buy cows for slaughtering to sell.,0
999654,to buy large quantities of fabric to make beautiful clothing.,0
990222,to buy new makeup products and tools for her business.,0
993063,to buy ?more blankets and clothes to sell and increase her income.                     ?,0
998756,to buy coconut shells and fishing net.,0
998766,To pay for her husband's taxi repair.,0
998886,to buy a plastic door and window for her workshop.,0
998889,to buy piglets and food for the pigs,1
998903,to grow his farm with more cattle and fodder for all his farm cattle.,1
998915,to purchase more electrical items for sale,0
998939,"to purchase stock of sugar, rice, maize flour and wheat flour",0
999637,to increase the number of animals in order to improve his income,1
998165,to purchase more ingredients for her home provisions making.,0
998859,to purchase restaurant items like crates of beer and soda to sell.,0
998864,to restock the out-of-stock items at the restaurant.,0
998867,to buy a motorbike for her child to ride to school.,0
998873,to repair the vehicle that he uses to transport people from/to his village to the city.,0
998883,to invest in her husband's paint business.,0
999168,Turn it into working capital to buy the merchandise that the clients request. ,0
999184,buy doors for his house,0
999618,to purchase fabric for the end of the year and the school season.,0
997159,to purchase additional bundles of nipa to sell.,0
997406,"to buy more biscuits, milk and soda for selling.",0
998358,to buy more stock of cereals.,0
998726,to repair her husband's taxi.,0
998845,to add more capital to buy cassava.,0
999081,to buy small animals and feed for them.,1
999083,"to buy merchandise, such as shirts, jeans, trousers, skirts and bed clothes.",0
999094,to buy pigs,1
998322,"to buy seeds, fertilizer and agro chemicals.",0
998328,"to buy more stock of sugar, flour, rice, and other items.",0
998333,to buy additional clothes to sell.,0
998342,to buy more stock of fruits.,0
998352,"to buy more stock of sugar, bread, soap, and other items.",0
998354,to buy more stock of clothes.,0
998355,to buy farm inputs.,0
999041,to apply and incorporate phytosanitary products and fertilizers and pay for labor for his harvest.,0
998143,"to buy betel leaf, chopped ground areca nuts, mint, coconut, fruit preserves, various spices, and tobacco for her son's betel leaf shop.",0
1000259,to buy shoes for his business.,0
1001718,to purchase pigs to fatten them and after a time sell them at a good price.,1
1001783,to buy fishing nets.,0
996794,to buy large water bottles.,0
1001345,to buy peanuts.,0
1001063,to buy cost efficient maize seeds and fertilizer for the coming harvesting season.							,0
